Date,Hour, Min., Sec., Elapse[min.],MFC-1[sccm],MFC-2[sccm],MFC-3[sccm],MFC-4[sccm],MFC-5[sccm],MFC-6[sccm],Pre-HT['C],HJ['C],HB-1['C],HB-2['C],HB-3['C],HB-4['C],HB-5['C],TI-1['C],TI-2['C],TI-3['C],TI-4['C],TI-5['C],TI-6['C],TI-7['C],TI-8['C],TI-9['C],TI-10['C],TI-11['C],TI-12['C],TI-13['C],TI-14['C],TI-15['C],TI-16['C],TI-SP1['C],TI-SP2['C],PT-1[bar],Volt[V],Curr[A]
2025-11-04-,22,56,18,25.07,49.50,-1.41,-1.35,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,99.90,0.00,90.00,754.70,805.20,882.20,922.80,968.20,967.80,945.20,937.70,980.20,953.10,913.90,958.20,815.40,830.10,814.00,761.00,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,19,25.08,49.50,-1.41,-1.36,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,99.90,0.00,90.00,755.10,805.50,882.60,923.20,968.70,968.20,945.70,938.20,980.60,953.60,914.30,958.60,815.40,830.10,814.00,761.00,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,20,25.10,49.50,-1.42,-1.36,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,99.90,0.00,90.00,755.10,805.50,882.60,923.20,968.70,968.20,945.70,938.20,980.60,953.60,914.30,958.60,815.80,830.50,814.30,761.40,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,21,25.12,49.51,-1.40,-1.35,-0.90,-0.08,-0.40,200.00,100.00,0.00,100.00,99.90,0.00,89.90,755.10,805.50,882.60,923.20,968.70,968.20,945.70,938.20,980.60,953.60,914.30,958.60,815.80,830.50,814.30,761.40,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,22,25.13,49.53,-1.40,-1.36,-0.90,-0.08,-0.40,200.00,100.00,0.00,100.00,99.90,0.00,89.90,755.30,806.00,883.00,923.60,969.10,968.70,946.20,938.70,981.10,954.00,914.80,959.00,815.80,830.50,814.30,761.40,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,23,25.15,49.49,-1.42,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.00,99.90,0.00,89.90,755.30,806.00,883.00,923.60,969.10,968.70,946.20,938.70,981.10,954.00,914.80,959.00,816.20,830.90,814.70,761.70,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,24,25.17,49.51,-1.41,-1.35,-0.86,-0.08,-0.40,200.00,100.00,0.00,100.00,99.90,0.00,90.00,755.30,806.00,883.00,923.60,969.10,968.70,946.20,938.70,981.10,954.00,914.80,959.00,816.20,830.90,814.70,761.70,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,25,25.18,49.50,-1.39,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.00,99.90,0.00,90.00,755.70,806.30,883.40,924.00,969.50,969.10,946.60,939.20,981.60,954.50,915.20,959.40,816.70,830.90,815.00,761.70,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,26,25.20,49.54,-1.41,-1.35,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,99.90,0.00,90.00,755.70,806.30,883.40,924.00,969.50,969.10,946.60,939.20,981.60,954.50,915.20,959.40,816.70,831.20,815.00,761.90,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,27,25.22,49.51,-1.41,-1.36,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,756.00,806.30,883.80,924.00,969.90,969.10,946.60,939.20,981.60,954.50,915.20,959.40,816.70,831.20,815.00,761.90,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,28,25.23,49.50,-1.40,-1.36,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,756.00,806.60,883.80,924.40,969.90,969.50,947.10,939.70,982.00,954.90,915.60,959.80,817.10,831.20,815.30,761.90,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,29,25.25,49.49,-1.40,-1.35,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,756.00,806.60,883.80,924.40,969.90,969.50,947.10,939.70,982.00,954.90,915.60,959.80,817.10,831.50,815.30,762.20,1448.50,1448.50,0.005,4.860,87.000
2025-11-04-,22,56,30,25.27,49.51,-1.41,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.00,99.90,0.00,89.90,756.40,806.60,884.20,924.40,970.40,969.50,947.10,939.70,982.00,954.90,915.60,959.80,817.10,831.50,815.30,762.20,1448.50,1448.50,0.005,4.860,87.000
2025-11-04-,22,56,31,25.28,49.50,-1.41,-1.35,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,99.90,0.00,89.90,756.40,807.00,884.20,924.90,970.40,970.00,947.60,940.20,982.50,955.30,916.10,960.20,817.50,832.00,815.60,762.50,1448.50,1448.50,0.005,4.860,87.100
2025-11-04-,22,56,32,25.30,49.49,-1.41,-1.35,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,99.90,0.00,89.90,756.40,807.00,884.20,924.90,970.40,970.00,947.60,940.20,982.50,955.30,916.10,960.20,817.50,832.00,815.60,762.50,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,33,25.32,49.54,-1.41,-1.36,-0.88,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,89.90,756.70,807.00,884.60,924.90,970.80,970.00,947.60,940.20,982.50,955.30,916.10,960.20,817.50,832.00,815.60,762.50,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,34,25.33,49.53,-1.40,-1.36,-0.88,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,89.90,756.70,807.40,884.60,925.30,970.80,970.40,948.00,940.70,982.90,955.80,916.60,960.60,817.90,832.30,815.80,762.80,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,35,25.35,49.50,-1.40,-1.36,-0.88,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,89.90,756.70,807.40,884.60,925.30,970.80,970.40,948.00,940.70,982.90,955.80,916.60,960.60,817.90,832.30,815.80,762.80,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,36,25.37,49.50,-1.39,-1.35,-0.88,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,90.00,757.00,807.70,885.00,925.70,971.20,970.90,948.00,940.70,982.90,955.80,916.60,960.60,817.90,832.30,815.80,762.80,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,37,25.38,49.51,-1.41,-1.35,-0.91,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,90.00,757.00,807.70,885.00,925.70,971.20,970.90,948.50,941.20,983.40,956.30,917.00,961.00,818.40,832.70,816.20,763.10,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,38,25.40,49.53,-1.41,-1.36,-0.88,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,90.00,757.00,807.70,885.00,925.70,971.20,970.90,948.50,941.20,983.40,956.30,917.00,961.00,818.40,832.70,816.20,763.10,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,39,25.42,49.51,-1.40,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,89.90,757.30,808.10,885.40,926.20,971.60,971.30,948.50,941.20,983.40,956.30,917.00,961.00,818.40,832.70,816.20,763.10,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,40,25.43,49.54,-1.41,-1.35,-0.88,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,89.90,757.30,808.10,885.40,926.20,971.60,971.30,949.00,941.70,983.80,956.70,917.50,961.40,818.90,833.10,816.50,763.40,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,41,25.45,49.50,-1.40,-1.35,-0.90,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,89.90,757.30,808.10,885.40,926.20,971.60,971.30,949.00,941.70,983.80,956.70,917.50,961.40,818.90,833.10,816.50,763.40,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,42,25.47,49.49,-1.41,-1.36,-0.88,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,89.90,757.60,808.50,885.80,926.60,972.10,971.80,949.00,941.70,983.80,956.70,917.50,961.40,818.90,833.10,816.50,763.40,1448.50,1448.50,0.006,4.860,87.100
2025-11-04-,22,56,43,25.48,49.50,-1.40,-1.36,-0.89,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,89.90,757.60,808.50,885.80,926.60,972.10,971.80,949.30,942.10,984.30,957.10,917.90,961.80,819.30,833.50,816.70,763.60,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,44,25.50,49.50,-1.39,-1.36,-0.89,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,89.90,757.60,808.50,885.80,926.60,972.10,971.80,949.30,942.10,984.30,957.10,917.90,961.80,819.30,833.50,816.70,763.60,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,45,25.52,49.50,-1.38,-1.35,-0.89,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,90.00,757.90,808.80,886.10,927.00,972.50,972.20,949.80,942.10,984.70,957.10,918.30,961.80,819.30,833.50,816.70,763.60,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,46,25.53,49.50,-1.41,-1.36,-0.88,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,90.00,757.90,808.80,886.10,927.00,972.50,972.20,949.80,942.60,984.70,957.60,918.30,962.20,819.70,833.80,817.10,764.00,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,47,25.55,49.50,-1.41,-1.36,-0.88,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,90.00,757.90,808.80,886.10,927.00,972.50,972.20,949.80,942.60,984.70,957.60,918.30,962.20,819.70,833.80,817.10,764.00,1448.50,1448.50,0.005,4.860,87.000
2025-11-04-,22,56,48,25.57,49.51,-1.41,-1.35,-0.86,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,89.90,758.30,809.10,886.50,927.40,972.90,972.60,950.30,942.60,985.20,957.60,918.80,962.20,819.70,833.80,817.10,764.00,1448.50,1448.50,0.005,4.860,87.100
2025-11-04-,22,56,49,25.58,49.49,-1.42,-1.36,-0.90,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,89.90,758.30,809.10,886.50,927.40,972.90,972.60,950.30,943.10,985.20,958.00,918.80,962.60,820.10,834.20,817.40,764.20,1448.50,1448.50,0.006,4.860,87.100
2025-11-04-,22,56,50,25.60,49.51,-1.41,-1.36,-0.89,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,89.90,758.30,809.10,886.50,927.40,972.90,972.60,950.30,943.10,985.20,958.00,918.80,962.60,820.10,834.20,817.40,764.20,1448.50,1448.50,0.006,4.860,87.100
2025-11-04-,22,56,51,25.62,49.54,-1.41,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,90.00,758.60,809.50,886.90,927.80,973.30,973.10,950.70,943.60,985.70,958.50,919.20,963.00,820.10,834.20,817.40,764.20,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,52,25.63,49.50,-1.40,-1.35,-0.89,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,90.00,758.60,809.50,886.90,927.80,973.30,973.10,950.70,943.60,985.70,958.50,919.20,963.00,820.60,834.60,817.70,764.50,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,53,25.65,49.51,-1.40,-1.35,-0.85,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,90.00,758.60,809.50,886.90,927.80,973.30,973.10,950.70,943.60,985.70,958.50,919.20,963.00,820.60,834.60,817.70,764.50,1448.50,1448.50,0.006,4.860,87.100
2025-11-04-,22,56,54,25.67,49.51,-1.41,-1.36,-0.88,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,90.00,758.90,809.90,887.30,928.30,973.70,973.50,951.20,944.00,986.10,958.90,919.60,963.40,820.60,834.60,817.70,764.50,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,55,25.68,49.50,-1.41,-1.36,-0.89,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,90.00,758.90,809.90,887.30,928.30,973.70,973.50,951.20,944.00,986.10,958.90,919.60,963.40,821.00,834.90,817.90,764.80,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,56,25.70,49.50,-1.41,-1.35,-0.89,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,89.90,758.90,809.90,887.30,928.30,973.70,973.50,951.20,944.00,986.10,958.90,919.60,963.40,821.00,834.90,817.90,764.80,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,57,25.72,49.49,-1.41,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,89.90,759.20,810.20,887.70,928.60,974.20,973.90,951.60,944.50,986.60,959.30,920.10,963.70,821.40,834.90,818.20,764.80,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,58,25.73,49.49,-1.42,-1.35,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,89.90,759.20,810.20,887.70,928.60,974.20,973.90,951.60,944.50,986.60,959.30,920.10,963.70,821.40,835.30,818.20,765.10,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,56,59,25.75,49.50,-1.42,-1.36,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,759.20,810.20,887.70,928.60,974.20,973.90,951.60,944.50,986.60,959.30,920.10,963.70,821.40,835.30,818.20,765.10,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57, 0,25.77,49.49,-1.39,-1.35,-0.89,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,759.50,810.60,888.10,929.00,974.60,974.40,952.10,945.00,987.00,959.80,920.50,964.20,821.80,835.30,818.60,765.10,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57, 1,25.78,49.48,-1.41,-1.36,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,759.50,810.60,888.10,929.00,974.60,974.40,952.10,945.00,987.00,959.80,920.50,964.20,821.80,835.70,818.60,765.30,1448.50,1448.50,0.006,4.860,87.100
2025-11-04-,22,57, 2,25.80,49.49,-1.41,-1.35,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,759.80,810.60,888.40,929.00,975.00,974.40,952.10,945.00,987.00,959.80,920.50,964.20,821.80,835.70,818.60,765.30,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57, 3,25.82,49.49,-1.42,-1.36,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,759.80,810.90,888.40,929.50,975.00,974.80,952.60,945.40,987.40,960.20,920.90,964.50,822.30,836.00,818.80,765.60,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57, 4,25.83,49.50,-1.39,-1.36,-0.90,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,759.80,810.90,888.40,929.50,975.00,974.80,952.60,945.40,987.40,960.20,920.90,964.50,822.30,836.00,818.80,765.60,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57, 5,25.85,49.53,-1.41,-1.36,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,760.20,810.90,888.90,929.50,975.40,974.80,952.60,945.40,987.40,960.20,920.90,964.50,822.30,836.00,818.80,765.60,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57, 6,25.87,49.53,-1.40,-1.36,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,760.20,811.20,888.90,929.90,975.40,975.20,953.00,945.90,987.90,960.60,921.30,964.90,822.60,836.40,819.10,765.90,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57, 7,25.88,49.50,-1.39,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,90.00,760.20,811.20,888.90,929.90,975.40,975.20,953.00,945.90,987.90,960.60,921.30,964.90,822.60,836.40,819.10,765.90,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57, 8,25.90,49.50,-1.40,-1.37,-0.89,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,90.00,760.40,811.60,889.20,930.30,975.80,975.60,953.00,945.90,987.90,960.60,921.30,964.90,822.60,836.40,819.10,765.90,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57, 9,25.92,49.51,-1.41,-1.36,-0.88,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,90.00,760.40,811.60,889.20,930.30,975.80,975.60,953.50,946.40,988.30,961.10,921.80,965.30,823.10,836.70,819.50,766.20,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57,10,25.93,49.50,-1.40,-1.37,-0.88,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,90.00,760.40,811.60,889.20,930.30,975.80,975.60,953.50,946.40,988.30,961.10,921.80,965.30,823.10,836.70,819.50,766.20,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57,11,25.95,49.51,-1.41,-1.35,-0.88,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,90.00,760.70,811.90,889.60,930.70,976.20,976.10,953.50,946.40,988.30,961.10,921.80,965.30,823.10,836.70,819.50,766.20,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57,12,25.97,49.50,-1.40,-1.35,-0.89,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,90.00,760.70,811.90,889.60,930.70,976.20,976.10,953.90,946.90,988.80,961.50,922.20,965.70,823.50,837.10,819.70,766.50,1448.50,1448.50,0.006,4.860,87.100
2025-11-04-,22,57,13,25.98,49.51,-1.41,-1.36,-0.89,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,760.70,811.90,889.60,930.70,976.20,976.10,953.90,946.90,988.80,961.50,922.20,965.70,823.50,837.10,819.70,766.50,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57,14,26.00,49.50,-1.41,-1.36,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,761.00,812.30,890.00,931.10,976.60,976.50,954.40,946.90,989.20,961.50,922.60,965.70,823.50,837.10,819.70,766.50,1448.50,1448.50,0.006,4.860,87.100
2025-11-04-,22,57,15,26.02,49.50,-1.41,-1.35,-0.89,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,761.00,812.30,890.00,931.10,976.60,976.50,954.40,947.30,989.20,961.90,922.60,966.10,824.00,837.50,820.00,766.80,1448.50,1448.50,0.006,4.860,87.100
2025-11-04-,22,57,16,26.03,49.50,-1.41,-1.38,-0.89,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,761.00,812.30,890.00,931.10,976.60,976.50,954.40,947.30,989.20,961.90,922.60,966.10,824.00,837.50,820.00,766.80,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57,17,26.05,49.50,-1.41,-1.35,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,761.40,812.60,890.40,931.50,977.00,976.90,954.80,947.80,989.70,962.30,923.10,966.50,824.00,837.50,820.00,766.80,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57,18,26.07,49.50,-1.41,-1.36,-0.89,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,761.40,812.60,890.40,931.50,977.00,976.90,954.80,947.80,989.70,962.30,923.10,966.50,824.30,837.80,820.30,767.00,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57,19,26.08,49.50,-1.41,-1.35,-0.86,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,761.40,812.60,890.40,931.50,977.00,976.90,954.80,947.80,989.70,962.30,923.10,966.50,824.30,837.80,820.30,767.00,1448.50,1448.50,0.006,4.860,87.100
2025-11-04-,22,57,20,26.10,49.50,-1.41,-1.33,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,761.60,812.90,890.70,931.90,977.40,977.30,955.30,948.30,990.20,962.80,923.50,966.80,824.30,837.80,820.30,767.00,1448.50,1448.50,0.006,4.860,87.100
2025-11-04-,22,57,21,26.12,49.51,-1.41,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,761.60,812.90,890.70,931.90,977.40,977.30,955.30,948.30,990.20,962.80,923.50,966.80,824.70,838.20,820.60,767.30,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57,22,26.13,49.49,-1.41,-1.35,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,761.60,812.90,890.70,931.90,977.40,977.30,955.30,948.30,990.20,962.80,923.50,966.80,824.70,838.20,820.60,767.30,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57,23,26.15,49.50,-1.41,-1.35,-0.89,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,762.00,813.30,891.20,932.30,977.80,977.70,955.70,948.70,990.50,963.20,924.00,967.20,825.20,838.20,820.90,767.30,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57,24,26.17,49.50,-1.42,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,762.00,813.30,891.20,932.30,977.80,977.70,955.70,948.70,990.50,963.20,924.00,967.20,825.20,838.60,820.90,767.60,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57,25,26.18,49.51,-1.41,-1.36,-0.90,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,89.90,762.00,813.30,891.20,932.30,977.80,977.70,955.70,948.70,990.50,963.20,924.00,967.20,825.20,838.60,820.90,767.60,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57,26,26.20,49.50,-1.41,-1.36,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,89.90,762.30,813.60,891.50,932.80,978.20,978.20,956.10,949.20,991.00,963.60,924.30,967.60,825.60,838.60,821.20,767.60,1448.50,1448.50,0.006,4.860,87.100
2025-11-04-,22,57,27,26.22,49.54,-1.41,-1.36,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,89.90,762.30,813.60,891.50,932.80,978.20,978.20,956.10,949.20,991.00,963.60,924.30,967.60,825.60,838.90,821.20,767.80,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57,28,26.23,49.49,-1.41,-1.36,-0.89,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,762.50,813.60,891.90,932.80,978.70,978.20,956.10,949.20,991.00,963.60,924.30,967.60,825.60,838.90,821.20,767.80,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57,29,26.25,49.50,-1.42,-1.35,-0.89,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,762.50,813.90,891.90,933.10,978.70,978.50,956.60,949.70,991.40,964.10,924.80,968.00,826.00,839.20,821.40,768.10,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57,30,26.27,49.48,-1.42,-1.36,-0.89,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,762.50,813.90,891.90,933.10,978.70,978.50,956.60,949.70,991.40,964.10,924.80,968.00,826.00,839.20,821.40,768.10,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57,31,26.28,49.52,-1.40,-1.35,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,762.90,813.90,892.20,933.10,979.00,978.50,956.60,949.70,991.40,964.10,924.80,968.00,826.00,839.20,821.40,768.10,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57,32,26.30,49.50,-1.41,-1.36,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,762.90,814.30,892.20,933.50,979.00,979.00,957.00,950.10,991.80,964.50,925.20,968.30,826.40,839.60,821.80,768.40,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57,33,26.32,49.48,-1.41,-1.37,-0.89,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,762.90,814.30,892.20,933.50,979.00,979.00,957.00,950.10,991.80,964.50,925.20,968.30,826.40,839.60,821.80,768.40,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57,34,26.33,49.50,-1.41,-1.36,-0.90,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,763.10,814.60,892.60,934.00,979.40,979.40,957.00,950.10,991.80,964.50,925.20,968.30,826.40,839.60,821.80,768.40,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57,35,26.35,49.50,-1.41,-1.36,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,763.10,814.60,892.60,934.00,979.40,979.40,957.50,950.50,992.30,964.90,925.60,968.70,826.80,839.90,822.00,768.60,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57,36,26.37,49.50,-1.40,-1.36,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,763.10,814.60,892.60,934.00,979.40,979.40,957.50,950.50,992.30,964.90,925.60,968.70,826.80,839.90,822.00,768.60,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57,37,26.38,49.50,-1.39,-1.35,-0.86,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,763.50,814.90,893.00,934.30,979.90,979.80,957.50,950.50,992.30,964.90,925.60,968.70,826.80,839.90,822.00,768.60,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57,38,26.40,49.50,-1.42,-1.35,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,763.50,814.90,893.00,934.30,979.90,979.80,957.90,951.00,992.70,965.30,926.10,969.10,827.20,840.30,822.30,768.90,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57,39,26.42,49.50,-1.39,-1.36,-0.90,-0.08,-0.40,200.00,100.10,0.00,100.00,100.00,0.00,90.00,763.50,814.90,893.00,934.30,979.90,979.80,957.90,951.00,992.70,965.30,926.10,969.10,827.20,840.30,822.30,768.90,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57,40,26.43,49.50,-1.39,-1.36,-0.88,-0.08,-0.40,200.00,100.10,0.00,100.00,100.00,0.00,90.00,763.80,815.30,893.30,934.70,980.20,980.20,958.30,951.00,993.10,965.30,926.40,969.10,827.20,840.30,822.30,768.90,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57,41,26.45,49.54,-1.42,-1.35,-0.88,-0.08,-0.40,200.00,100.10,0.00,100.00,100.00,0.00,90.00,763.80,815.30,893.30,934.70,980.20,980.20,958.30,951.40,993.10,965.70,926.40,969.50,827.60,840.60,822.60,769.20,1448.50,1448.50,0.006,4.860,87.000
2025-11-04-,22,57,42,26.47,49.48,-1.41,-1.36,-0.89,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.00,763.80,815.30,893.30,934.70,980.20,980.20,958.30,951.40,993.10,965.70,926.40,969.50,827.60,840.60,822.60,769.20,1448.50,1448.50,0.006,4.860,87.000
